id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,trip_minutes,pickup_hour,pickup_dayofweek,trip_distance_km
id1329324,2,2016-05-17 20:27:38,2016-05-17 20:32:33,1,-73.99248504638672,40.73884963989258,-73.99433135986328,40.731441497802734,N,295,4.916666666666667,20,Tuesday,0.8377817434187234
id1279149,2,2016-05-08 19:31:07,2016-05-08 19:36:46,3,-73.9549102783203,40.7862548828125,-73.93887329101561,40.79957580566406,N,339,5.65,19,Sunday,2.002892923436144
id3114686,2,2016-03-21 10:25:18,2016-03-21 10:39:36,1,-73.99842834472656,40.76073455810546,-73.99330139160156,40.7496223449707,N,858,14.3,10,Monday,1.3080912233196458
id1539140,2,2016-03-22 00:01:55,2016-03-22 00:19:19,1,-73.86361694335938,40.769325256347656,-73.98053741455078,40.721778869628906,N,1044,17.4,0,Tuesday,11.171921588546917
id2618296,1,2016-05-06 11:54:53,2016-05-06 11:57:24,1,-73.9742431640625,40.79207611083984,-73.97412872314453,40.78744888305664,N,151,2.5166666666666666,11,Friday,0.514291350074934
id0845650,2,2016-02-28 12:46:09,2016-02-28 12:54:03,1,-73.99109649658203,40.73332595825195,-73.99700927734375,40.7192497253418,N,474,7.9,12,Sunday,1.6415662286311943
id3294875,1,2016-05-06 18:56:28,2016-05-06 19:03:52,1,-73.98687744140625,40.75240707397461,-73.98890686035155,40.75836944580078,N,444,7.4,18,Friday,0.6842378949718556
id1877473,2,2016-01-28 12:55:04,2016-01-28 13:03:30,4,-73.9817886352539,40.76313018798828,-73.97657012939453,40.75594711303711,N,506,8.433333333333334,12,Thursday,0.9110979626319847
id2684814,2,2016-05-06 23:52:34,2016-05-07 00:34:21,1,-74.00686645507811,40.70780944824219,-73.95336151123048,40.80778884887695,N,2507,41.78333333333333,23,Friday,11.98836352605792
id0249376,2,2016-03-15 22:38:53,2016-03-16 22:34:50,2,-74.00117492675781,40.72764587402344,-73.97848510742188,40.750873565673835,N,86157,1435.95,22,Tuesday,3.211272070446423
id2848322,2,2016-03-12 13:41:13,2016-03-12 13:54:47,1,-73.98056793212889,40.752567291259766,-73.96202850341797,40.779342651367195,N,814,13.566666666666666,13,Saturday,3.3597337118212085
id3690489,1,2016-03-12 21:38:51,2016-03-12 21:56:03,1,-73.98457336425781,40.76988220214844,-73.9474868774414,40.807025909423835,N,1032,17.2,21,Saturday,5.174296824779907
id3859678,2,2016-03-02 16:21:38,2016-03-02 16:55:08,1,-73.87066650390625,40.77365112304688,-73.95758056640625,40.771011352539055,N,2010,33.5,16,Wednesday,7.320238342792643
id1460440,1,2016-04-12 16:02:59,2016-04-12 16:08:26,1,-73.99314880371094,40.752891540527344,-73.99851989746092,40.760833740234375,N,327,5.45,16,Tuesday,0.9916413958089297
id2288717,2,2016-01-10 00:54:15,2016-01-10 01:14:04,1,-73.9895782470703,40.73440933227539,-74.00826263427734,40.7076416015625,N,1189,19.816666666666666,0,Sunday,3.3651644915093675
id0829529,2,2016-01-10 11:56:36,2016-01-10 12:08:26,3,-73.96219635009764,40.77907943725586,-73.98213958740233,40.778179168701165,N,710,11.833333333333334,11,Sunday,1.6811675816782399
id1692941,2,2016-01-06 08:03:11,2016-01-06 08:08:47,1,-73.95954895019531,40.78279113769531,-73.96419525146483,40.77643585205078,N,336,5.6,8,Wednesday,0.8072315218821103
id3569235,2,2016-03-27 12:54:06,2016-03-27 13:04:57,1,-73.96855926513672,40.75463104248047,-73.99468231201173,40.72301864624024,N,651,10.85,12,Sunday,4.144706874930504
id0047487,1,2016-01-17 12:06:55,2016-01-17 12:15:34,1,-73.99100494384764,40.77018737792969,-73.98753356933594,40.75799560546875,N,519,8.65,12,Sunday,1.3859586752671997
id2245353,2,2016-01-15 18:34:59,2016-01-15 18:51:02,2,-73.9993667602539,40.721675872802734,-73.98224639892578,40.7401237487793,N,963,16.05,18,Friday,2.5062005005445185
id0297188,1,2016-01-08 10:38:04,2016-01-08 10:47:53,1,-73.95513916015625,40.78276824951172,-73.97439575195312,40.79092788696289,N,589,9.816666666666666,10,Friday,1.8566776313785212
id3440237,1,2016-04-15 06:08:48,2016-04-15 06:12:32,1,-73.98023986816406,40.74265670776367,-73.98246002197266,40.75178146362305,N,224,3.7333333333333334,6,Friday,1.0310723755900388
id2341658,2,2016-02-14 11:33:02,2016-02-14 11:48:39,1,-73.9847412109375,40.76438903808594,-73.98819732666014,40.74879837036133,N,937,15.616666666666667,11,Sunday,1.7567706613033076
id3754177,2,2016-04-25 11:48:13,2016-04-25 12:02:42,1,-73.96326446533203,40.77159881591797,-73.98117828369139,40.76788330078125,N,869,14.483333333333333,11,Monday,1.563133892741684
id2262246,1,2016-03-11 21:40:36,2016-03-11 21:54:46,1,-73.97339630126953,40.75128173828125,-73.99742126464844,40.741714477539055,N,850,14.166666666666666,21,Friday,2.285032039718751
id3588456,2,2016-05-05 18:56:05,2016-05-05 19:10:24,3,-73.97657775878906,40.75106048583984,-73.98765563964845,40.75177383422852,N,859,14.316666666666666,18,Thursday,0.9359289975576833
id1855331,1,2016-06-01 09:11:29,2016-06-01 09:36:15,1,-74.01000213623048,40.71233367919922,-73.99394226074217,40.75572967529297,N,1486,24.766666666666666,9,Wednesday,5.008408760541309
id1556397,1,2016-05-26 15:55:52,2016-05-26 16:20:38,1,-73.98416900634764,40.7431869506836,-73.95607757568358,40.773963928222656,N,1486,24.766666666666666,15,Thursday,4.157906226016571
id1310378,2,2016-03-15 19:05:03,2016-03-15 19:11:29,1,-74.0064697265625,40.74146270751953,-73.98954772949219,40.740379333496094,N,386,6.433333333333334,19,Tuesday,1.429841587327216
id2612550,2,2016-03-01 11:09:37,2016-03-01 11:30:09,1,-74.01024627685547,40.72099304199219,-73.98330688476561,40.73413848876953,N,1232,20.533333333333335,11,Tuesday,2.698268173764011
id3065266,1,2016-05-23 05:21:57,2016-05-23 05:50:32,1,-74.00434875488281,40.72378921508789,-73.78677368164062,40.644580841064446,N,1715,28.583333333333332,5,Monday,20.337940356711297
id1777877,1,2016-05-06 15:27:17,2016-05-06 15:55:45,2,-73.97636413574217,40.7515983581543,-73.95252990722656,40.76634216308594,N,1708,28.466666666666665,15,Friday,2.590216786490275
id2312721,2,2016-05-12 21:21:23,2016-05-12 21:24:27,1,-73.97501373291014,40.75199508666992,-73.97949981689453,40.74472427368164,N,184,3.066666666666667,21,Thursday,0.8918792123058259
id3349613,1,2016-04-10 00:18:45,2016-04-10 00:20:30,1,-73.97265625,40.753299713134766,-73.96723175048828,40.757522583007805,N,105,1.75,0,Sunday,0.654763080597482
id3011162,2,2016-04-22 09:11:19,2016-04-22 09:47:24,6,-73.97859191894531,40.78774642944336,-73.98408508300781,40.741058349609375,N,2165,36.083333333333336,9,Friday,5.208777701859676
id2001002,2,2016-01-20 13:06:55,2016-01-20 13:41:13,5,-73.98922729492188,40.75830841064453,-73.8709945678711,40.77412796020508,N,2058,34.3,13,Wednesday,10.105021690738221
id0009099,2,2016-04-30 00:47:17,2016-04-30 00:59:46,2,-73.94782257080078,40.790203094482415,-73.91771697998048,40.80636215209961,N,749,12.483333333333333,0,Saturday,3.104582365984491
id0233011,1,2016-02-04 08:24:17,2016-02-04 09:03:43,1,-73.95989990234375,40.71097946166992,-73.99008178710938,40.74681091308594,N,2366,39.43333333333333,8,Thursday,4.72382516493675
id2742781,2,2016-03-27 00:08:35,2016-03-27 00:13:33,1,-73.9489974975586,40.781551361083984,-73.94938659667967,40.77288818359375,N,298,4.966666666666667,0,Sunday,0.9632532339711165
id0894585,2,2016-01-21 07:28:53,2016-01-21 07:39:36,1,-73.95908355712889,40.77756118774414,-73.97378540039062,40.75714111328125,N,643,10.716666666666667,7,Thursday,2.5846107263076505
id3333979,1,2016-01-29 08:18:18,2016-01-29 08:33:38,1,-73.99588775634764,40.75901412963867,-73.97811126708984,40.760475158691406,N,920,15.333333333333334,8,Friday,1.5050680739878992
id3509166,2,2016-03-19 13:22:50,2016-03-19 13:35:49,1,-73.99102020263672,40.75209045410156,-73.98770904541014,40.759815216064446,N,779,12.983333333333333,13,Saturday,0.9025314329035966
id3011072,2,2016-04-01 18:40:36,2016-04-01 19:00:13,5,-73.96747589111328,40.77197647094727,-73.97862243652342,40.75674819946289,N,1177,19.616666666666667,18,Friday,1.934900155247292
id1942506,2,2016-06-16 07:18:44,2016-06-16 07:27:21,1,-74.00755310058594,40.71530532836913,-74.00228118896483,40.73846054077149,N,517,8.616666666666667,7,Thursday,2.611145819568033
id0187316,2,2016-02-23 18:41:33,2016-02-23 18:46:39,3,-73.9796142578125,40.7812728881836,-73.9662857055664,40.79949188232422,N,306,5.1,18,Tuesday,2.314398242738913
id3799496,2,2016-02-29 07:49:40,2016-02-29 08:07:32,1,-73.92548370361328,40.772010803222656,-73.93682098388672,40.804153442382805,N,1072,17.866666666666667,7,Monday,3.6970290951594267
id1560065,2,2016-04-10 13:27:46,2016-04-10 13:41:20,1,-74.01554870605469,40.71086883544922,-73.98784637451173,40.71958160400391,N,814,13.566666666666666,13,Sunday,2.5262295196405007
id1403678,1,2016-06-14 14:30:35,2016-06-14 14:34:20,1,-73.99563598632812,40.725433349609375,-73.98978424072266,40.73419189453125,N,225,3.75,14,Tuesday,1.0909306823601537
id3175716,2,2016-01-18 14:18:21,2016-01-18 14:26:30,2,-73.96486663818358,40.80693054199219,-73.96738433837889,40.7880859375,N,489,8.15,14,Monday,2.104792360113422
id3491203,2,2016-01-13 07:52:41,2016-01-13 07:57:36,1,-73.98854064941406,40.745887756347656,-73.99315643310547,40.752689361572266,N,295,4.916666666666667,7,Wednesday,0.8498666648849762
id1087611,2,2016-05-10 20:22:48,2016-05-10 20:29:24,2,-73.96218872070312,40.80018615722656,-73.94834136962889,40.803813934326165,N,396,6.6,20,Tuesday,1.2326092435344975
id3499328,2,2016-01-19 13:03:01,2016-01-19 13:03:45,1,-73.97582244873048,40.78938674926758,-73.97857666015625,40.7859764099121,N,44,0.7333333333333333,13,Tuesday,0.4442077894599242
id2610741,2,2016-03-07 10:30:38,2016-03-07 11:03:18,1,-73.99162292480467,40.75012969970703,-73.98011779785155,40.75925827026367,N,1960,32.666666666666664,10,Monday,1.402496940838196
id1381139,1,2016-05-20 18:42:40,2016-05-20 18:59:15,2,-73.98365783691406,40.770538330078125,-73.95398712158203,40.79021453857422,N,995,16.583333333333332,18,Friday,3.3187721122032925
id1841529,2,2016-02-20 11:06:35,2016-02-20 11:21:06,1,-73.99406433105469,40.751251220703125,-73.9700698852539,40.75212097167969,N,871,14.516666666666667,11,Saturday,2.022220094326628
id3717058,2,2016-03-29 20:14:22,2016-03-29 20:35:13,1,-73.9781723022461,40.736778259277344,-73.98532104492188,40.778621673583984,N,1251,20.85,20,Tuesday,4.688628695195823
id2624092,1,2016-06-13 09:16:24,2016-06-13 09:35:04,1,-73.9793243408203,40.7716064453125,-73.99736785888672,40.74729919433594,N,1120,18.666666666666668,9,Monday,3.098846150585949
id3582531,2,2016-01-13 11:57:09,2016-01-13 12:08:13,1,-73.97519683837889,40.75600051879882,-73.98705291748048,40.73950958251953,N,664,11.066666666666666,11,Wednesday,2.0867517062560137
id0067488,2,2016-04-01 17:59:11,2016-04-01 18:17:27,2,-74.00514221191406,40.71902847290039,-73.99925231933594,40.73923873901367,N,1096,18.266666666666666,17,Friday,2.29998539806091
id0949352,1,2016-04-16 16:04:39,2016-04-16 16:15:05,1,-74.0012435913086,40.736305236816406,-74.01031494140625,40.71905517578125,N,626,10.433333333333334,16,Saturday,2.06352656242651
id0987680,2,2016-03-03 14:15:24,2016-03-03 14:18:30,1,-73.98995971679686,40.72949981689453,-73.97814178466798,40.72941970825195,N,186,3.1,14,Thursday,0.9952337152380006
id2884947,1,2016-06-06 13:14:28,2016-06-06 13:38:02,1,-73.93413543701173,40.80195999145508,-73.98170471191406,40.728412628173835,N,1414,23.566666666666666,13,Monday,9.100918173389335
id0975377,2,2016-01-16 18:12:35,2016-01-16 18:21:05,6,-73.97940063476561,40.75945663452149,-73.98432922363281,40.742870330810554,N,510,8.5,18,Saturday,1.8892762722638001
id1452269,1,2016-04-19 11:10:20,2016-04-19 11:24:38,2,-74.00164031982422,40.75658798217773,-74.01127624511719,40.728553771972656,N,858,14.3,11,Tuesday,3.2192093862366997
id1109329,1,2016-05-03 22:04:56,2016-05-03 22:15:06,2,-73.98702239990233,40.76106262207031,-73.97138977050781,40.74811553955078,N,610,10.166666666666666,22,Tuesday,1.949787894228066
id2416688,2,2016-04-09 09:00:42,2016-04-09 09:06:19,1,-74.00724792480467,40.71310043334961,-73.99703216552734,40.73712158203125,N,337,5.616666666666666,9,Saturday,2.8045700279176073
id3526198,1,2016-06-12 19:40:27,2016-06-12 19:48:23,1,-73.97324371337889,40.7440299987793,-73.96251678466798,40.75634002685546,N,476,7.933333333333334,19,Sunday,1.6391384243166645
id2369550,2,2016-04-14 23:24:54,2016-04-14 23:31:03,2,-73.97740173339844,40.784282684326165,-73.95878601074217,40.8096809387207,N,369,6.15,23,Thursday,3.227747705650656
id3067009,2,2016-05-22 17:31:21,2016-05-22 17:45:58,2,-73.9759292602539,40.77631759643555,-73.95609283447266,40.7845115661621,N,877,14.616666666666667,17,Sunday,1.9013657534547672
id1825924,1,2016-02-04 19:10:02,2016-02-04 19:22:58,1,-73.9951171875,40.726119995117195,-73.9784164428711,40.7514533996582,N,776,12.933333333333334,19,Thursday,3.1468346743725935
id1550485,1,2016-01-29 14:15:20,2016-01-29 14:26:44,1,-73.99095153808595,40.745418548583984,-73.98300170898438,40.7314453125,N,684,11.4,14,Friday,1.6909087284371305
id1326373,2,2016-06-25 09:34:06,2016-06-25 09:43:21,2,-73.99124145507811,40.751121520996094,-73.9726333618164,40.76195907592773,N,555,9.25,9,Saturday,1.9758232573353478
id1110409,1,2016-04-16 09:46:52,2016-04-16 09:58:41,1,-74.00071716308595,40.758338928222656,-74.00325775146483,40.73301696777344,N,709,11.816666666666666,9,Saturday,2.8220232555128346
id3789697,2,2016-02-10 18:36:39,2016-02-10 18:58:26,1,-73.99115753173827,40.74985122680664,-73.95362854003906,40.77102279663086,N,1307,21.783333333333335,18,Wednesday,3.938728402614905
id2737589,2,2016-03-29 22:47:12,2016-03-29 23:00:19,1,-73.9890899658203,40.75851821899414,-74.0064926147461,40.7368392944336,N,787,13.116666666666667,22,Tuesday,2.819592975888811
id2196039,1,2016-06-02 15:06:50,2016-06-02 15:36:38,1,-74.01024627685547,40.70992660522461,-73.98619842529298,40.77206802368164,N,1788,29.8,15,Thursday,7.196184923955003
id3319509,1,2016-04-05 17:17:04,2016-04-05 17:24:26,2,-74.00324249267578,40.749073028564446,-74.0080795288086,40.738895416259766,N,442,7.366666666666666,17,Tuesday,1.202072888750523
id3718088,2,2016-01-31 01:08:19,2016-01-31 01:18:25,3,-73.98287200927734,40.76206970214844,-73.97734832763672,40.78628921508789,N,606,10.1,1,Sunday,2.7312430470327054
id3525654,2,2016-01-15 09:51:03,2016-01-15 09:57:09,6,-73.99295043945312,40.735801696777344,-73.9915771484375,40.74449920654297,N,366,6.1,9,Friday,0.9734036003551823
id0647348,2,2016-01-12 10:12:08,2016-01-12 10:19:04,2,-73.97568511962889,40.78909683227539,-73.96746826171875,40.802955627441406,N,416,6.933333333333334,10,Tuesday,1.6880805933956657
id0056248,2,2016-03-28 21:16:26,2016-03-28 21:39:25,1,-74.00343322753906,40.7325553894043,-73.9942626953125,40.64068222045898,N,1379,22.983333333333334,21,Monday,10.238619386799853
id2889404,1,2016-02-24 22:44:43,2016-02-24 23:10:05,2,-73.9849853515625,40.719215393066406,-73.94235229492188,40.692474365234375,N,1522,25.366666666666667,22,Wednesday,4.661409036831669
id2344469,1,2016-01-01 03:02:37,2016-01-01 03:08:48,1,-73.99465942382812,40.76600646972656,-73.98062133789062,40.765403747558594,N,371,6.183333333333334,3,Friday,1.1834069003503513
id3809722,1,2016-04-24 02:11:54,2016-04-24 02:15:24,1,-73.98245239257811,40.76726531982422,-73.98494720458984,40.7602653503418,N,210,3.5,2,Sunday,0.8057155191219662
id1108730,2,2016-03-29 07:46:17,2016-03-29 07:53:57,1,-73.9530258178711,40.775978088378906,-73.9710464477539,40.75818634033203,N,460,7.666666666666667,7,Tuesday,2.4918357247807355
id2427913,2,2016-05-01 09:08:16,2016-05-01 09:10:30,1,-73.97206115722656,40.79415893554688,-73.97181701660156,40.79806900024414,N,134,2.2333333333333334,9,Sunday,0.43499152970378163
id2062020,1,2016-01-07 17:30:34,2016-01-07 17:40:36,1,-73.9680938720703,40.79997634887695,-73.98368835449217,40.77953338623047,N,602,10.033333333333333,17,Thursday,2.6233871275460547
id2574755,2,2016-03-09 07:50:49,2016-03-09 08:11:16,2,-73.87104034423827,40.77370071411133,-73.92346954345702,40.76709365844727,N,1227,20.45,7,Wednesday,4.473039839879675
id0390426,2,2016-04-23 16:45:19,2016-04-23 16:49:52,1,-73.98374938964845,40.7448616027832,-73.97493743896483,40.74174118041992,N,273,4.55,16,Saturday,0.8189399675428994
id0165989,2,2016-05-17 18:13:11,2016-05-17 18:21:22,3,-73.99120330810547,40.75480270385742,-73.98270416259764,40.76637649536133,N,491,8.183333333333334,18,Tuesday,1.471708226339763
id0251181,2,2016-02-13 23:02:47,2016-02-13 23:22:12,1,-73.97803497314453,40.74168014526367,-73.99966430664062,40.71680068969727,N,1165,19.416666666666668,23,Saturday,3.310789312549043
id0994393,1,2016-03-04 01:23:20,2016-03-04 01:28:30,2,-73.99874877929686,40.73212432861328,-73.98899078369139,40.72727966308594,N,310,5.166666666666667,1,Friday,0.9823766569368546
id1584838,2,2016-05-22 21:44:46,2016-05-22 22:14:59,2,-73.79119110107422,40.645790100097656,-73.98191833496092,40.75659942626953,N,1813,30.216666666666665,21,Sunday,20.24374487557487
id3896258,1,2016-03-01 18:26:45,2016-03-01 18:34:58,1,-74.00607299804686,40.735698699951165,-73.99495697021484,40.75007247924805,N,493,8.216666666666667,18,Tuesday,1.851278541703614
id1051609,1,2016-04-03 03:56:26,2016-04-03 04:00:59,1,-73.97090148925781,40.762489318847656,-73.97807312011719,40.741580963134766,N,273,4.55,3,Sunday,2.4005976437325014
id3229666,2,2016-01-10 15:06:50,2016-01-10 15:18:17,1,-73.99128723144531,40.72998809814453,-73.9947509765625,40.750221252441406,N,687,11.45,15,Sunday,2.2672465073182138
id3309854,1,2016-03-19 23:09:52,2016-03-19 23:14:47,1,-73.95624542236328,40.76740646362305,-73.95136260986328,40.782474517822266,N,295,4.916666666666667,23,Saturday,1.7241194635551633
id2006506,2,2016-03-19 16:01:07,2016-03-19 16:42:26,1,-73.9835433959961,40.74155426025391,-73.78959655761719,40.6446533203125,N,2479,41.31666666666667,16,Saturday,19.57012173184897
id1821068,1,2016-05-11 15:37:39,2016-05-11 15:41:00,1,-73.9552001953125,40.7732810974121,-73.95496368408203,40.76920318603516,N,201,3.35,15,Wednesday,0.4535952834341167
id0539707,2,2016-02-06 20:15:27,2016-02-06 20:31:41,1,-73.96170806884764,40.764190673828125,-73.92195892333984,40.77701187133789,N,974,16.233333333333334,20,Saturday,3.635995207764392
id3236623,1,2016-02-18 08:46:34,2016-02-18 09:14:44,1,-73.99162292480467,40.74656295776367,-73.96904754638672,40.76651763916016,N,1690,28.166666666666668,8,Thursday,2.920331151002221
id3444522,1,2016-04-29 04:50:08,2016-04-29 05:10:35,1,-73.9837417602539,40.76064300537109,-73.86347961425781,40.76884460449219,N,1227,20.45,4,Friday,10.16291159235203
id0426442,1,2016-05-21 09:52:38,2016-05-21 10:04:40,1,-73.99536895751953,40.736915588378906,-74.00407409667967,40.74161911010742,N,722,12.033333333333333,9,Saturday,0.9002323351352967
id3231230,2,2016-04-20 15:16:23,2016-04-20 15:23:08,2,-73.98090362548828,40.78466796875,-73.9711685180664,40.79772186279297,N,405,6.75,15,Wednesday,1.665865262143653
id0128233,2,2016-06-20 07:47:18,2016-06-20 07:58:49,6,-73.96237182617188,40.8051986694336,-73.9602279663086,40.773784637451165,N,691,11.516666666666667,7,Monday,3.4955446440774876
id1953533,1,2016-06-17 16:44:46,2016-06-17 17:04:24,1,-73.96259307861328,40.75879287719727,-73.91588592529298,40.78322982788086,N,1178,19.633333333333333,16,Friday,4.777578286040715
id2412851,2,2016-04-25 06:37:11,2016-04-25 06:46:39,1,-73.97396850585938,40.756301879882805,-73.98241424560547,40.77507400512695,N,568,9.466666666666667,6,Monday,2.2038390357438074
id3081374,2,2016-04-01 18:27:49,2016-04-01 18:31:38,1,-73.94117736816406,40.81388092041016,-73.94499969482422,40.808639526367195,N,229,3.816666666666667,18,Friday,0.6652823162353724
id0177315,2,2016-02-12 14:03:04,2016-02-12 14:23:03,1,-74.00723266601561,40.7281608581543,-73.97479248046875,40.74198913574219,N,1199,19.983333333333334,14,Friday,3.134141830104556
id3821401,2,2016-02-01 20:02:44,2016-02-01 20:12:16,6,-73.98291015625,40.74214553833008,-73.98249816894531,40.76183319091797,N,572,9.533333333333333,20,Monday,2.188067507440283
id0432476,2,2016-03-08 17:43:37,2016-03-08 18:10:02,1,-73.87640380859375,40.77240753173828,-73.78392791748048,40.90735626220703,N,1585,26.416666666666668,17,Tuesday,16.891672878802066
id1967438,2,2016-05-28 23:39:05,2016-05-28 23:58:20,1,-74.00631713867188,40.733428955078125,-73.96150970458984,40.765228271484375,N,1155,19.25,23,Saturday,5.168753453871517
id1725766,1,2016-02-25 20:41:06,2016-02-25 20:44:39,1,-73.9813232421875,40.74129104614258,-73.97481536865233,40.75020217895508,N,213,3.55,20,Thursday,1.1317188510403091
id2978930,2,2016-01-11 21:20:59,2016-01-11 21:39:04,1,-74.00626373291014,40.733360290527344,-73.96573638916014,40.75442886352539,N,1085,18.083333333333332,21,Monday,4.138088763513849
id1737664,2,2016-01-25 14:33:20,2016-01-25 14:43:16,1,-73.98754119873048,40.74087142944336,-74.00296783447266,40.747188568115234,N,596,9.933333333333334,14,Monday,1.4763724411272634
id1475899,2,2016-04-26 17:42:27,2016-04-26 17:53:23,2,-73.975341796875,40.76119613647461,-73.9831771850586,40.74480819702149,N,656,10.933333333333334,17,Tuesday,1.9368800789753102
id2906812,2,2016-04-07 05:22:24,2016-04-07 05:52:11,1,-73.95503997802734,40.78022003173828,-73.77781677246092,40.6447868347168,N,1787,29.783333333333335,5,Thursday,21.197732358593047
id0590685,2,2016-06-21 11:21:13,2016-06-21 12:38:05,1,-73.79016876220702,40.643741607666016,-73.9729232788086,40.75579833984375,N,4612,76.86666666666666,11,Tuesday,19.80198550885961
id2132592,2,2016-05-16 21:58:26,2016-05-16 22:11:10,5,-73.99327087402342,40.722286224365234,-74.01687622070312,40.70767593383789,N,764,12.733333333333333,21,Monday,2.566928038347452
id1061583,1,2016-01-14 13:08:19,2016-01-14 13:25:42,2,-73.97489929199217,40.74197006225586,-73.9875259399414,40.75066375732422,N,1043,17.383333333333333,13,Thursday,1.4364371962506952
id1235290,2,2016-04-18 18:56:17,2016-04-18 18:57:58,1,-73.9505844116211,40.78637313842773,-73.9537582397461,40.78038024902344,N,101,1.6833333333333333,18,Monday,0.7175100630805683
id1864485,1,2016-03-31 14:41:32,2016-03-31 14:52:10,1,-73.98833465576173,40.74893951416016,-73.97609710693358,40.754932403564446,N,638,10.633333333333333,14,Thursday,1.2266939682926918
id0415798,1,2016-06-14 23:51:41,2016-06-14 23:57:16,1,-73.96806335449217,40.76217651367188,-73.96136474609375,40.76902389526367,N,335,5.583333333333333,23,Tuesday,0.9470209202553842
id1110723,2,2016-04-15 08:24:51,2016-04-15 08:39:13,1,-73.98857879638672,40.7226791381836,-73.9764404296875,40.74822998046875,N,862,14.366666666666667,8,Friday,3.017699835168463
id2358474,2,2016-06-25 01:08:03,2016-06-25 01:13:24,5,-73.97977447509764,40.73262405395508,-73.98252868652342,40.739593505859375,N,321,5.35,1,Saturday,0.8084574364666709
id0907808,2,2016-01-31 00:50:46,2016-01-31 00:59:07,5,-73.98538970947266,40.76354598999024,-73.99601745605469,40.748626708984375,N,501,8.35,0,Sunday,1.883873994177905
id0467793,1,2016-04-23 00:01:33,2016-04-23 00:33:53,2,-73.95923614501953,40.77730178833008,-73.89591979980467,40.76151657104492,N,1940,32.333333333333336,0,Saturday,5.609992068574693
id1145081,1,2016-06-27 15:01:30,2016-06-27 15:44:23,1,-73.8708724975586,40.77378845214844,-74.01021575927734,40.71137619018555,N,2573,42.88333333333333,15,Monday,13.62858657287991
id1545787,2,2016-04-22 16:14:18,2016-04-22 16:24:36,2,-74.00630187988281,40.733596801757805,-73.98792266845702,40.73798370361328,N,618,10.3,16,Friday,1.6225413399299367
id0670789,1,2016-01-13 20:07:33,2016-01-13 20:12:29,1,-73.9533462524414,40.779399871826165,-73.94284057617188,40.785911560058594,N,296,4.933333333333334,20,Wednesday,1.1423817691428215
id3240372,2,2016-06-08 10:37:34,2016-06-08 10:59:24,1,-73.95494079589844,40.77320098876953,-74.00131225585938,40.72602081298828,N,1310,21.833333333333332,10,Wednesday,6.5366296096007535
id1597449,2,2016-02-20 23:45:12,2016-02-20 23:54:34,1,-73.95994567871092,40.76285552978516,-73.98831939697266,40.734745025634766,N,562,9.366666666666667,23,Saturday,3.93239940426974
id1521005,1,2016-06-29 00:30:43,2016-06-29 00:34:50,1,-73.98820495605469,40.74003219604492,-73.98704528808595,40.75045394897461,N,247,4.116666666666666,0,Wednesday,1.1622265777876828
id0725794,1,2016-06-22 04:59:58,2016-06-22 05:10:07,1,-73.98873138427734,40.71883392333984,-73.97236633300781,40.69322967529297,N,609,10.15,4,Wednesday,3.1616627453526087
id3978738,1,2016-06-17 19:36:31,2016-06-17 19:36:40,1,-73.9834442138672,40.74393081665039,-73.9835205078125,40.743873596191406,N,9,0.15,19,Friday,0.00903834499677227
id3098815,2,2016-03-28 22:37:33,2016-03-28 22:48:46,5,-73.98513793945312,40.732246398925774,-73.99911499023438,40.71187210083008,N,673,11.216666666666667,22,Monday,2.551823350950537
id3481909,2,2016-04-06 20:39:46,2016-04-06 20:54:14,5,-73.977783203125,40.763496398925774,-73.94994354248048,40.78433609008789,N,868,14.466666666666667,20,Wednesday,3.2942096182082796
id3612711,2,2016-03-10 10:11:16,2016-03-10 10:36:32,1,-73.98985290527344,40.75894165039063,-73.97441101074217,40.736640930175774,N,1516,25.266666666666666,10,Thursday,2.7984560200932593
id3016980,2,2016-05-04 20:51:22,2016-05-04 20:55:48,6,-74.015869140625,40.7153205871582,-74.00877380371092,40.71677017211913,N,266,4.433333333333334,20,Wednesday,0.6189514008276307
id3771238,2,2016-01-07 23:19:19,2016-01-07 23:25:44,2,-73.9999771118164,40.72687149047852,-73.98262786865233,40.72015380859375,N,385,6.416666666666667,23,Thursday,1.6407728044576675
id1068645,2,2016-01-22 20:28:23,2016-01-22 20:32:06,1,-74.00924682617188,40.715625762939446,-74.0106430053711,40.70857620239258,N,223,3.716666666666667,20,Friday,0.7921615179804693
id3760242,2,2016-02-06 19:50:47,2016-02-06 20:03:22,2,-73.97595977783203,40.74470138549805,-73.99221038818358,40.73099899291992,N,755,12.583333333333334,19,Saturday,2.0471436863383152
id3293271,1,2016-04-07 06:54:05,2016-04-07 07:00:54,1,-73.9905776977539,40.7349853515625,-73.97489166259764,40.74175262451172,N,409,6.816666666666666,6,Thursday,1.51983899915082
id3474851,2,2016-01-07 23:54:56,2016-01-07 23:59:50,2,-73.96817016601561,40.76809310913086,-73.95037078857422,40.79314422607422,N,294,4.9,23,Thursday,3.161141782726776
id3503267,1,2016-02-03 10:27:33,2016-02-03 10:37:22,1,-73.97824096679686,40.7664451599121,-73.97403717041014,40.759960174560554,N,589,9.816666666666666,10,Wednesday,0.8028202757484764
